pair_id,galaxy_name,galaxy_rank,obsid_1,obsid_2,obs_id_1,obs_id_2,obs_collection_1,obs_collection_2,filter_1,filter_2,instrument_1,instrument_2,baseline_days,compatibility,compatibility_score,pair_score,public_both,pixel_priority
NGC 3256::hst_9300_01_acs_hrc_f330w_j8ec01::hst_15472_04_wfc3_uvis_f336w_idsy04,NGC 3256,1,26325402,26684797,hst_9300_01_acs_hrc_f330w_j8ec01,hst_15472_04_wfc3_uvis_f336w_idsy04,HST,HST,F330W,F336W,ACS/HRC,WFC3/UVIS,5823.841404129998,very_similar,0.85,1.25,True,1.6882642052552987
NGC 4536::hst_13691_23_acs_wfc_f606w_jcnw23::hst_17502_77_wfc3_uvis_f657n_ifab77,NGC 4536,102,26470170,212762808,hst_13691_23_acs_wfc_f606w_jcnw23,hst_17502_77_wfc3_uvis_f657n_ifab77,HST,HST,F606W,F657N,ACS/WFC,WFC3/UVIS,3019.000736110007,very_similar,0.85,1.25,True,1.674000352440713
NGC 4536::hst_13691_23_acs_wfc_f606w_jcnw23::hst_17502_76_wfc3_uvis_f657n_ifab76,NGC 4536,102,26470170,198770078,hst_13691_23_acs_wfc_f606w_jcnw23,hst_17502_76_wfc3_uvis_f657n_ifab76,HST,HST,F606W,F657N,ACS/WFC,WFC3/UVIS,2917.280119670002,very_similar,0.85,1.25,True,1.6732563488293468
NGC 4038::hst_10188_10_acs_wfc_f435w_j91k10::hst_11577_12_wfc3_uvis_f336w_ib5u12,NGC 4038,5,26378939,26515024,hst_10188_10_acs_wfc_f435w_j91k10,hst_11577_12_wfc3_uvis_f336w_ib5u12,HST,HST,F435W,F336W,ACS/WFC,WFC3/UVIS,2017.5781614599982,very_similar,0.85,1.25,True,1.6652522785204495
NGC 4536::hst_11570_24_wfc3_uvis_f555w_ib1f24::hst_13691_23_acs_wfc_f606w_jcnw23,NGC 4536,102,26506213,26470170,hst_11570_24_wfc3_uvis_f555w_ib1f24,hst_13691_23_acs_wfc_f606w_jcnw23,HST,HST,F555W,F606W,WFC3/UVIS,ACS/WFC,1974.6213447399932,very_similar,0.85,1.25,True,1.6647851854830178
NGC 4038::hst_10187_03_acs_hrc_f555w_j90n03::hst_skycell-p0923x09y07_acs_wfc_f502n_all,NGC 4038,5,26373856,83230026,hst_10187_03_acs_hrc_f555w_j90n03,hst_skycell-p0923x09y07_acs_wfc_f502n_all,HST,HST,F555W,F502N,ACS/HRC,ACS/WFC,1712.5904020099988,very_similar,0.85,1.25,True,1.6616953510484036
NGC 4038::hst_11577_20_wfc3_ir_f110w_ib5u20::jw01995-o019_t019_nircam_clear-f115w,NGC 4038,5,26515324,140242398,hst_11577_20_wfc3_ir_f110w_ib5u20,jw01995-o019_t019_nircam_clear-f115w,HST,JWST,F110W,F115W,WFC3/IR,NIRCAM/IMAGE,4872.789718407781,very_similar,0.85,1.15,True,1.5343933393722544
NGC 0988::jw03295-o009_t006_miri_f770w::jw08878062001_xx101_00001_miri,NGC 0988,63,207168854,253894672,jw03295-o009_t006_miri_f770w,jw08878062001_xx101_00001_miri,JWST,JWST,F770W,F770W,MIRI/IMAGE,MIRI/IMAGE,,exact,1.0,,True,
NGC 0988::jw03295-o009_t006_miri_f1000w::jw08878062001_xx105_00001_miri,NGC 0988,63,207168873,253894676,jw03295-o009_t006_miri_f1000w,jw08878062001_xx105_00001_miri,JWST,JWST,F1000W,F1000W,MIRI/IMAGE,MIRI/IMAGE,,exact,1.0,,True,
NGC 0988::jw03295-o009_t006_miri_f1500w::jw08878062001_xx109_00001_miri,NGC 0988,63,207168861,253894680,jw03295-o009_t006_miri_f1500w,jw08878062001_xx109_00001_miri,JWST,JWST,F1500W,F1500W,MIRI/IMAGE,MIRI/IMAGE,,exact,1.0,,True,
NGC 0988::jw03295-o009_t006_miri_f2100w::jw08878062001_xx10d_00001_miri,NGC 0988,63,207168904,253894684,jw03295-o009_t006_miri_f2100w,jw08878062001_xx10d_00001_miri,JWST,JWST,F2100W,F2100W,MIRI/IMAGE,MIRI/IMAGE,,exact,1.0,,True,
NGC 3079::jw05627-o018_t006_miri_f560w-sub128::jw07140015001_xx101_00001_miri,NGC 3079,75,233338429,250265506,jw05627-o018_t006_miri_f560w-sub128,jw07140015001_xx101_00001_miri,JWST,JWST,F560W,F560W,MIRI/IMAGE,MIRI/IMAGE,,exact,1.0,,True,
NGC 3079::jw05627-o018_t006_miri_f770w-sub128::jw07140015001_xx104_00001_miri,NGC 3079,75,233338424,250265554,jw05627-o018_t006_miri_f770w-sub128,jw07140015001_xx104_00001_miri,JWST,JWST,F770W,F770W,MIRI/IMAGE,MIRI/IMAGE,,exact,1.0,,True,
