cluster_id,galaxy_name,pair_id,pre_obs_id,post_obs_id,pre_filter,post_filter,pre_instrument,post_instrument,band_group,baseline_days,pre_mjd,post_mjd,coverage_status,x_pix,y_pix,edge_distance_px,registration_residual_px,registration_n_matches,pair_stable_fraction,pair_extreme_fade_fraction,pair_failure_reason,diff_flux,diff_err,diff_sigma,flux_pre,flux_post,err_pre,err_post,post_to_pre_ratio
MESSIER_061_branch_0218,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f770w::jw03295-o007_t004_miri_f770w,jw02107-o013_t013_miri_f770w,jw03295-o007_t004_miri_f770w,F770W,F770W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00084677083214,,,MASKED_OR_EDGE,908.5657234105324,985.8795398733844,0.0,0.19823642794011292,160.0,0.9656652360515021,0.008583690987124463,,,,,,,,,
MESSIER_061_branch_0218,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f200w::jw02107-o044_t020_nircam_clear-f200w,jw02107-o031_t013_nircam_clear-f200w,jw02107-o044_t020_nircam_clear-f200w,F200W,F200W,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,1662.0318641507974,4023.3112379109625,146.0,0.234136642607183,213.0,0.6363636363636364,0.011857707509881422,,20.376026697146504,1.247279939387617,16.336370091184676,34.748083908083004,14.291777019497719,3.5457632282463885,3.0544514339554922,0.4112968374688771
MESSIER_061_branch_0218,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f300m::jw02107-o044_t020_nircam_clear-f300m,jw02107-o031_t013_nircam_clear-f300m,jw02107-o044_t020_nircam_clear-f300m,F300M,F300M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,767.2665207030393,1941.5212576512367,49.0,0.16924285693655416,189.0,0.8714285714285714,0.0035714285714285713,,2.64325681078335,0.8092245189689884,3.26640721928576,6.190175343688811,2.808785827909846,1.4929101517878283,1.2736689730700708,0.45374899287360926
MESSIER_061_branch_0218,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f335m::jw02107-o044_t020_nircam_clear-f335m,jw02107-o031_t013_nircam_clear-f335m,jw02107-o044_t020_nircam_clear-f335m,F335M,F335M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.9641054976819,,,MEASURED,767.3950352034917,1941.8244792112273,49.01020301937138,0.19564124561384397,191.0,0.8958333333333334,0.0,,3.4520672719346033,0.8275575864480963,4.171392213019262,8.738082364980187,4.7997266733269655,1.5896187451245132,1.5626684923789127,0.5492883304193767
MESSIER_061_branch_0218,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f360m::jw02107-o044_t020_nircam_clear-f360m,jw02107-o031_t013_nircam_clear-f360m,jw02107-o044_t020_nircam_clear-f360m,F360M,F360M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.9641047685218,,,MEASURED,767.4613973743665,1941.7372140289553,50.0,0.09934189507652899,176.0,0.868,0.004,,3.9208260134007307,0.7771149790318114,5.045361522030617,7.595969658113059,3.4355558139067375,1.5932688858766328,1.5074799728866153,0.45228666892281605
MESSIER_061_branch_0219,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f1000w::jw03295-o007_t004_miri_f1000w,jw02107-o013_t013_miri_f1000w,jw03295-o007_t004_miri_f1000w,F1000W,F1000W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00132832175586,,,MEASURED,1196.1825825537137,1083.7493046757945,44.28317965096906,0.32514875348627187,65.0,0.9727272727272728,0.0,,-1.7897667934127952,0.9060548221152226,-1.97534050890487,26.723565046633723,29.999056920750185,4.158156347464797,4.39901551691499,1.1225694202252054
MESSIER_061_branch_0219,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f1130w::jw03295-o007_t004_miri_f1130w,jw02107-o013_t013_miri_f1130w,jw03295-o007_t004_miri_f1130w,F1130W,F1130W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.0012321064787,,,MEASURED,1195.8923604432746,1083.7206860188442,44.28317965096906,0.3197326286004821,39.0,0.9846153846153847,0.015384615384615385,,-8.864364649367396,1.9015762388923525,-4.661587828069829,30.01560972311671,36.92314029593703,14.489967514027345,14.342832583101993,1.2301312762439218
MESSIER_061_branch_0219,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f2100w::jw03295-o007_t004_miri_f2100w,jw02107-o013_t013_miri_f2100w,jw03295-o007_t004_miri_f2100w,F2100W,F2100W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.01706717592606,,,MEASURED,1196.055274276156,1083.4107455595959,43.104524124504614,0.36845761979898983,30.0,0.9090909090909091,0.0,,1.4679596334298992,2.3937708893591823,0.6132414927240072,28.192298761868585,24.1414583339915,5.844019036057841,6.074598687491489,0.8563139365791612
MESSIER_061_branch_0219,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f770w::jw03295-o007_t004_miri_f770w,jw02107-o013_t013_miri_f770w,jw03295-o007_t004_miri_f770w,F770W,F770W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00084677083214,,,MEASURED,1196.0536880469235,1083.1512824748902,44.01136216933077,0.19823642794011292,160.0,0.9656652360515021,0.008583690987124463,,-0.6531633047098016,1.1688613449174847,-0.5588030672328473,34.08173957873174,32.76729358600801,10.06724068162048,10.33934510509261,0.96143254396721
MESSIER_061_branch_0219,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f200w::jw02107-o044_t020_nircam_clear-f200w,jw02107-o031_t013_nircam_clear-f200w,jw02107-o044_t020_nircam_clear-f200w,F200W,F200W,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,2694.69539404141,4387.033234108377,93.0,0.234136642607183,213.0,0.6363636363636364,0.011857707509881422,,25.673366550949176,1.7154702385471208,14.965789539253482,30.251080003710136,3.6273626923169857,4.511141203084246,3.721463602437941,0.11990853522823346
MESSIER_061_branch_0219,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f300m::jw02107-o044_t020_nircam_clear-f300m,jw02107-o031_t013_nircam_clear-f300m,jw02107-o044_t020_nircam_clear-f300m,F300M,F300M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,1270.2424239568622,2121.849646184496,32.0,0.16924285693655416,189.0,0.8714285714285714,0.0035714285714285713,,5.381347444619774,1.86767293270894,2.881311470747972,-0.11083959448888514,-4.464518688979233,5.8519526738072445,5.04007138467532,40.27909619812737
MESSIER_061_branch_0219,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f335m::jw02107-o044_t020_nircam_clear-f335m,jw02107-o031_t013_nircam_clear-f335m,jw02107-o044_t020_nircam_clear-f335m,F335M,F335M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.9641054976819,,,MEASURED,1270.3585587960504,2122.1487313675234,32.0,0.19564124561384397,191.0,0.8958333333333334,0.0,,2.7830941320731806,1.44082436652847,1.9315984631622956,-1.6017102583493816,-4.338411798705276,5.844310981182293,5.325575452191987,2.7086121076455867
MESSIER_061_branch_0219,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f360m::jw02107-o044_t020_nircam_clear-f360m,jw02107-o031_t013_nircam_clear-f360m,jw02107-o044_t020_nircam_clear-f360m,F360M,F360M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.9641047685218,,,MEASURED,1270.4046064231525,2122.0525537212334,32.0,0.09934189507652899,176.0,0.868,0.004,,3.097393582528157,1.0575900196462371,2.9287280751422298,0.30262361178081765,-2.722089479358152,6.094400834499079,5.575144229819947,-8.9949672576431
MESSIER_061_branch_0220,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f1000w::jw03295-o007_t004_miri_f1000w,jw02107-o013_t013_miri_f1000w,jw03295-o007_t004_miri_f1000w,F1000W,F1000W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00132832175586,,,MASKED_OR_EDGE,769.8003017133736,963.5611183492697,0.0,0.32514875348627187,65.0,0.9727272727272728,0.0,,,,,,,,,
MESSIER_061_branch_0220,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f1130w::jw03295-o007_t004_miri_f1130w,jw02107-o013_t013_miri_f1130w,jw03295-o007_t004_miri_f1130w,F1130W,F1130W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.0012321064787,,,MASKED_OR_EDGE,769.5100942125052,963.532436295497,0.0,0.3197326286004821,39.0,0.9846153846153847,0.015384615384615385,,,,,,,,,
MESSIER_061_branch_0220,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f2100w::jw03295-o007_t004_miri_f2100w,jw02107-o013_t013_miri_f2100w,jw03295-o007_t004_miri_f2100w,F2100W,F2100W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.01706717592606,,,MASKED_OR_EDGE,769.6730084827077,963.2224786961017,0.0,0.36845761979898983,30.0,0.9090909090909091,0.0,,,,,,,,,
MESSIER_061_branch_0220,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f770w::jw03295-o007_t004_miri_f770w,jw02107-o013_t013_miri_f770w,jw03295-o007_t004_miri_f770w,F770W,F770W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00084677083214,,,MASKED_OR_EDGE,769.6718157223247,962.9616575411578,0.0,0.19823642794011292,160.0,0.9656652360515021,0.008583690987124463,,,,,,,,,
MESSIER_061_branch_0220,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f200w::jw02107-o044_t020_nircam_clear-f200w,jw02107-o031_t013_nircam_clear-f200w,jw02107-o044_t020_nircam_clear-f200w,F200W,F200W,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,1162.0456081438092,3934.4355320316654,54.0,0.234136642607183,213.0,0.6363636363636364,0.011857707509881422,,23.97407561203096,1.072225742016573,22.359168104789262,53.18841556051436,28.841143544936557,4.641877058452646,4.591786756956113,0.5422448335977025
MESSIER_061_branch_0220,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f300m::jw02107-o044_t020_nircam_clear-f300m,jw02107-o031_t013_nircam_clear-f300m,jw02107-o044_t020_nircam_clear-f300m,F300M,F300M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,523.5015884062321,1896.7812379652678,6.0,0.16924285693655416,189.0,0.8714285714285714,0.0035714285714285713,,2.885142905959649,0.6998629436003226,4.122439875324067,-1.5145848052789876,-4.255486823706002,2.322455531613118,2.102298763016811,2.809672201169441
MESSIER_061_branch_0220,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f335m::jw02107-o044_t020_nircam_clear-f335m,jw02107-o031_t013_nircam_clear-f335m,jw02107-o044_t020_nircam_clear-f335m,F335M,F335M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.9641054976819,,,MEASURED,523.6360799586048,1897.085422473318,6.0,0.19564124561384397,191.0,0.8958333333333334,0.0,,3.307251111067022,0.7474014724246704,4.424999458909088,0.8184821545211562,-1.6518963162562468,2.8900107184146475,2.641458602041685,-2.0182435342437857
MESSIER_061_branch_0220,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f360m::jw02107-o044_t020_nircam_clear-f360m,jw02107-o031_t013_nircam_clear-f360m,jw02107-o044_t020_nircam_clear-f360m,F360M,F360M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.9641047685218,,,MEASURED,523.7124099041031,1897.0007099863292,6.0,0.09934189507652899,176.0,0.868,0.004,,4.002717367265323,0.816478718930042,4.902414814326944,1.0846093588807655,-2.654332556383072,2.6363251782285024,2.281300709696356,-2.4472705630367617
MESSIER_061_branch_0221,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f1000w::jw03295-o007_t004_miri_f1000w,jw02107-o013_t013_miri_f1000w,jw03295-o007_t004_miri_f1000w,F1000W,F1000W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00132832175586,,,MEASURED,844.8941342622634,1101.8838751297355,18.384776310850235,0.32514875348627187,65.0,0.9727272727272728,0.0,,10.33545610247705,3.6580207347464007,2.825423050313457,54.7762449028734,40.32377219494077,14.210885569651197,13.618492254486421,0.7361543725102175
MESSIER_061_branch_0221,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f1130w::jw03295-o007_t004_miri_f1130w,jw02107-o013_t013_miri_f1130w,jw03295-o007_t004_miri_f1130w,F1130W,F1130W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.0012321064787,,,MEASURED,844.6039070049636,1101.855205074464,18.027756377319946,0.3197326286004821,39.0,0.9846153846153847,0.015384615384615385,,-9.614197861058702,7.70915516748861,-1.2471143273395409,129.12771414909287,121.83730553247392,45.50565267991063,42.501842325495026,0.9435411006486081
MESSIER_061_branch_0221,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f2100w::jw03295-o007_t004_miri_f2100w,jw02107-o013_t013_miri_f2100w,jw03295-o007_t004_miri_f2100w,F2100W,F2100W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.01706717592606,,,MEASURED,844.7668168042762,1101.5452516103278,40.52159917870962,0.36845761979898983,30.0,0.9090909090909091,0.0,,1.200010777958525,4.93007681544511,0.24340610154371042,-61.01940639713155,-49.83696453251571,35.336280674173665,34.997334849318484,0.8167395829478028
MESSIER_061_branch_0221,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f770w::jw03295-o007_t004_miri_f770w,jw02107-o013_t013_miri_f770w,jw03295-o007_t004_miri_f770w,F770W,F770W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00084677083214,,,MEASURED,844.7651808318424,1101.2846669249539,41.7612260356422,0.19823642794011292,160.0,0.9656652360515021,0.008583690987124463,,-4.395788999786641,7.757057762724993,-0.5666825147170794,106.37256244574144,106.26624825725958,43.19590394691425,39.02023403066438,0.9990005487689921
MESSIER_061_branch_0221,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f200w::jw02107-o044_t020_nircam_clear-f200w,jw02107-o031_t013_nircam_clear-f200w,jw02107-o044_t020_nircam_clear-f200w,F200W,F200W,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,1426.736226785723,4436.74290471155,56.08029957123981,0.234136642607183,213.0,0.6363636363636364,0.011857707509881422,,24.920043658378027,1.7807362494547714,13.994236185177948,37.43994654286259,13.091002016170691,7.651436023587285,6.97391860436952,0.3496533308663687
MESSIER_061_branch_0221,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f300m::jw02107-o044_t020_nircam_clear-f300m,jw02107-o031_t013_nircam_clear-f300m,jw02107-o044_t020_nircam_clear-f300m,F300M,F300M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,651.3058273423596,2142.6449845526968,14.0,0.16924285693655416,189.0,0.8714285714285714,0.0035714285714285713,,6.417551174761677,2.351549344265526,2.729073574582425,-0.22032344277587157,-5.575703395439014,7.240880136526109,7.482559122386841,25.306900278927692
MESSIER_061_branch_0221,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f335m::jw02107-o044_t020_nircam_clear-f335m,jw02107-o031_t013_nircam_clear-f335m,jw02107-o044_t020_nircam_clear-f335m,F335M,F335M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.9641054976819,,,MEASURED,651.4370668325754,2142.9432325645403,14.0,0.19564124561384397,191.0,0.8958333333333334,0.0,,8.624538657246312,2.3372604790592604,3.690020318453192,18.05454258073106,9.199319909031964,9.68047668692868,9.092192427474494,0.5095293812012748
MESSIER_061_branch_0221,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f360m::jw02107-o044_t020_nircam_clear-f360m,jw02107-o031_t013_nircam_clear-f360m,jw02107-o044_t020_nircam_clear-f360m,F360M,F360M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.9641047685218,,,MEASURED,651.5088091011919,2142.8479701304136,14.0,0.09934189507652899,176.0,0.868,0.004,,6.992933852933726,2.0023691627594338,3.4923299774038035,12.810807909465687,7.088415063202547,8.125571748405408,8.686382292879673,0.5533152251830299
MESSIER_061_branch_0222,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f1000w::jw03295-o007_t004_miri_f1000w,jw02107-o013_t013_miri_f1000w,jw03295-o007_t004_miri_f1000w,F1000W,F1000W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00132832175586,,,MASKED_OR_EDGE,1464.8147277987587,973.7409792629202,0.0,0.32514875348627187,65.0,0.9727272727272728,0.0,,,,,,,,,
MESSIER_061_branch_0222,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f1130w::jw03295-o007_t004_miri_f1130w,jw02107-o013_t013_miri_f1130w,jw03295-o007_t004_miri_f1130w,F1130W,F1130W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.0012321064787,,,MASKED_OR_EDGE,1464.524523711346,973.7123992337029,0.0,0.3197326286004821,39.0,0.9846153846153847,0.015384615384615385,,,,,,,,,
MESSIER_061_branch_0222,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f2100w::jw03295-o007_t004_miri_f2100w,jw02107-o013_t013_miri_f2100w,jw03295-o007_t004_miri_f2100w,F2100W,F2100W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.01706717592606,,,MASKED_OR_EDGE,1464.6874442488472,973.4024677985435,0.0,0.36845761979898983,30.0,0.9090909090909091,0.0,,,,,,,,,
MESSIER_061_branch_0222,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f770w::jw03295-o007_t004_miri_f770w,jw02107-o013_t013_miri_f770w,jw03295-o007_t004_miri_f770w,F770W,F770W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00084677083214,,,MASKED_OR_EDGE,1464.6862029084627,973.1438646342892,0.0,0.19823642794011292,160.0,0.9656652360515021,0.008583690987124463,,,,,,,,,
MESSIER_061_branch_0222,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f200w::jw02107-o044_t020_nircam_clear-f200w,jw02107-o031_t013_nircam_clear-f200w,jw02107-o044_t020_nircam_clear-f200w,F200W,F200W,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,3668.6084307723795,4002.2264306514226,125.0,0.234136642607183,213.0,0.6363636363636364,0.011857707509881422,,5.897956031778403,1.0404870171133385,5.668457111691138,-5.381900116089872,-11.733346294755275,3.4026399782954493,3.1866317850953605,2.1801493973619004
MESSIER_061_branch_0222,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f300m::jw02107-o044_t020_nircam_clear-f300m,jw02107-o031_t013_nircam_clear-f300m,jw02107-o044_t020_nircam_clear-f300m,F300M,F300M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,1746.591576332848,1936.7137911130917,41.0,0.16924285693655416,189.0,0.8714285714285714,0.0035714285714285713,,4.973484491568094,0.6909627656213447,7.197905211427295,-2.4030022127409514,-7.472296481073359,2.1765588407484766,1.8369916901207333,3.109567041367884
MESSIER_061_branch_0222,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f335m::jw02107-o044_t020_nircam_clear-f335m,jw02107-o031_t013_nircam_clear-f335m,jw02107-o044_t020_nircam_clear-f335m,F335M,F335M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.9641054976819,,,MEASURED,1746.6961762334927,1937.017651131724,41.0,0.19564124561384397,191.0,0.8958333333333334,0.0,,8.52206000321282,0.6742815990099339,12.638725446053984,-2.8215635787115625,-10.857249977956421,2.8856760289387124,2.707104489644533,3.847955105415087
MESSIER_061_branch_0222,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f360m::jw02107-o044_t020_nircam_clear-f360m,jw02107-o031_t013_nircam_clear-f360m,jw02107-o044_t020_nircam_clear-f360m,F360M,F360M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.9641047685218,,,MEASURED,1746.721963157169,1936.9277741538822,41.0,0.09934189507652899,176.0,0.868,0.004,,11.177301568066442,0.7823232585503006,14.287318504090955,0.7787550123263953,-9.881708723926831,2.2358210174944775,2.07638685554157,-12.689110911025718
MESSIER_061_branch_0223,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f1000w::jw03295-o007_t004_miri_f1000w,jw02107-o013_t013_miri_f1000w,jw03295-o007_t004_miri_f1000w,F1000W,F1000W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00132832175586,,,MASKED_OR_EDGE,1127.5081722271502,1023.2468555769494,0.0,0.32514875348627187,65.0,0.9727272727272728,0.0,,,,,,,,,
MESSIER_061_branch_0223,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f1130w::jw03295-o007_t004_miri_f1130w,jw02107-o013_t013_miri_f1130w,jw03295-o007_t004_miri_f1130w,F1130W,F1130W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.0012321064787,,,MASKED_OR_EDGE,1127.2179585069582,1023.2182264183368,0.0,0.3197326286004821,39.0,0.9846153846153847,0.015384615384615385,,,,,,,,,
MESSIER_061_branch_0223,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f2100w::jw03295-o007_t004_miri_f2100w,jw02107-o013_t013_miri_f2100w,jw03295-o007_t004_miri_f2100w,F2100W,F2100W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.01706717592606,,,MASKED_OR_EDGE,1127.380873953835,1022.9082828054525,0.0,0.36845761979898983,30.0,0.9090909090909091,0.0,,,,,,,,,
MESSIER_061_branch_0223,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f770w::jw03295-o007_t004_miri_f770w,jw02107-o013_t013_miri_f770w,jw03295-o007_t004_miri_f770w,F770W,F770W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00084677083214,,,MASKED_OR_EDGE,1127.379482418341,1022.6486019388597,0.0,0.19823642794011292,160.0,0.9656652360515021,0.008583690987124463,,,,,,,,,
MESSIER_061_branch_0223,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f200w::jw02107-o044_t020_nircam_clear-f200w,jw02107-o031_t013_nircam_clear-f200w,jw02107-o044_t020_nircam_clear-f200w,F200W,F200W,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,2449.6815880448935,4165.722011897419,159.69971822141704,0.234136642607183,213.0,0.6363636363636364,0.011857707509881422,,54.1919353659691,2.553156503847273,21.225465530338205,93.89119160747327,46.13856230985948,14.825506287757495,15.543815886166616,0.4914045877993424
MESSIER_061_branch_0223,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f300m::jw02107-o044_t020_nircam_clear-f300m,jw02107-o031_t013_nircam_clear-f300m,jw02107-o044_t020_nircam_clear-f300m,F300M,F300M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,1151.2732789772276,2013.173917382313,76.32168761236873,0.16924285693655416,189.0,0.8714285714285714,0.0035714285714285713,,6.832138938854366,1.9385900145164112,3.524282539213775,-2.6679306113908865,-7.017831336281461,14.006682037123467,15.309699384140012,2.6304399770812696
MESSIER_061_branch_0223,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f335m::jw02107-o044_t020_nircam_clear-f335m,jw02107-o031_t013_nircam_clear-f335m,jw02107-o044_t020_nircam_clear-f335m,F335M,F335M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.9641054976819,,,MEASURED,1151.3923771104107,2013.475593349609,75.39230729988306,0.19564124561384397,191.0,0.8958333333333334,0.0,,6.5008235081757855,2.0037468514779238,3.244333735761535,8.003760812832695,2.1482122663121004,14.523999830826067,15.91450532669999,0.2684003578502496
MESSIER_061_branch_0223,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f360m::jw02107-o044_t020_nircam_clear-f360m,jw02107-o031_t013_nircam_clear-f360m,jw02107-o044_t020_nircam_clear-f360m,F360M,F360M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.9641047685218,,,MEASURED,1151.4430402486814,2013.3842582792026,75.39230729988306,0.09934189507652899,176.0,0.868,0.004,,9.401259430064542,2.0466744169352613,4.593431838632258,8.342185892198643,-2.6494705560273815,12.988170276896032,14.076177104085708,-0.31759907897821904
MESSIER_061_branch_0224,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f1000w::jw03295-o007_t004_miri_f1000w,jw02107-o013_t013_miri_f1000w,jw03295-o007_t004_miri_f1000w,F1000W,F1000W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00132832175586,,,MASKED_OR_EDGE,568.2122182900544,979.5754622447574,0.0,0.32514875348627187,65.0,0.9727272727272728,0.0,,,,,,,,,
MESSIER_061_branch_0224,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f1130w::jw03295-o007_t004_miri_f1130w,jw02107-o013_t013_miri_f1130w,jw03295-o007_t004_miri_f1130w,F1130W,F1130W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.0012321064787,,,MASKED_OR_EDGE,567.9220070012946,979.546750733605,0.0,0.3197326286004821,39.0,0.9846153846153847,0.015384615384615385,,,,,,,,,
MESSIER_061_branch_0224,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f2100w::jw03295-o007_t004_miri_f2100w,jw02107-o013_t013_miri_f2100w,jw03295-o007_t004_miri_f2100w,F2100W,F2100W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.01706717592606,,,MASKED_OR_EDGE,568.0849187498545,979.2367857262095,0.0,0.36845761979898983,30.0,0.9090909090909091,0.0,,,,,,,,,
MESSIER_061_branch_0224,MESSIER 061,MESSIER 061::jw02107-o013_t013_miri_f770w::jw03295-o007_t004_miri_f770w,jw02107-o013_t013_miri_f770w,jw03295-o007_t004_miri_f770w,F770W,F770W,MIRI/IMAGE,MIRI/IMAGE,MIR,470.00084677083214,,,MASKED_OR_EDGE,568.0836795444826,978.9753208072167,0.0,0.19823642794011292,160.0,0.9656652360515021,0.008583690987124463,,,,,,,,,
MESSIER_061_branch_0224,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f200w::jw02107-o044_t020_nircam_clear-f200w,jw02107-o031_t013_nircam_clear-f200w,jw02107-o044_t020_nircam_clear-f200w,F200W,F200W,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,434.1721692850649,3983.1895910568405,98.0,0.234136642607183,213.0,0.6363636363636364,0.011857707509881422,,18.182441052897317,1.1596526153628917,15.679213595536506,41.20927290625253,19.769795941011832,7.60482209660005,7.052874111563705,0.47974144037887734
MESSIER_061_branch_0224,MESSIER 061,MESSIER 061::jw02107-o031_t013_nircam_clear-f300m::jw02107-o044_t020_nircam_clear-f300m,jw02107-o031_t013_nircam_clear-f300m,jw02107-o044_t020_nircam_clear-f300m,F300M,F300M,NIRCAM/IMAGE,NIRCAM/IMAGE,NIR,370.96410550925793,,,MEASURED,168.1450709674648,1918.5858757011547,27.0,0.16924285693655416,189.0,0.8714285714285714,0.0035714285714285713,,5.09903124117964,0.733794066703052,6.9488586410757796,23.53992875348198,18.38515588911455,1.5242427934271854,1.3423469675568307,0.7810200311840388
